DESPESA_AQUISICAO_BENS;TERRENOS_HABITACOES;DSC_AUTARQUIA;INFRAESTRUTURAS_BASICAS;ACESSIBILIDADES;ldk;DESPESA_TOTAL;JUROS_ENCARGOS;DESPESA_COM_PESSOAL;CODIGO_PERIODO;EDIFICIOS;DESPESA_CORRENTE;CODIGOINE;TRANSFERENCIAS_OUTRAS_DESPESAS_CAPITAL;TRANSFERENCIAS_CORRENTES;OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL;INVESTIMENTOS_OUTROS_INVESTIMENTOS_BENS_DE_CAPITAL
4642855.68;38580.75;ALCOBAÇA;12355.27;452863.23;T2_1001;12420101.46;59630.2;3408403.83;T2;106403.1;9518484.52;1001;1601033.48;1407594.81;690381.11;1300583.46
1836496.79;0;ALCOCHETE;11424.7;80142.53;T2_1502;6331826.81;21711.36;3482791.74;T2;19826.6;5696505.22;1502;410352.84;355505.33;113574.92;224968.75
803518.65;176002.92;ALCOUTIM;0;6609.88;T2_0802;3610750.34;14792.09;1449383.03;T2;0;2849778.99;0802;241625.96;582085.22;336732.59;519345.39
2975849.18;1129571.99;ALENQUER;0;811107.28;T2_1101;12327120.33;115410.74;4906807.46;T2;377426.39;9123151.78;1101;786130.55;1125084.4;99732.34;2417838
1065409.44;12500;ALFÂNDEGA DA FÉ;32631.79;17940.65;T2_0401;16147385.02;405941.59;1362481.27;T2;89974.78;3204370.36;0401;11905076.94;370538.06;884890.5;1037937.72
2867174.87;15000;ALIJÓ;201878.55;921526.92;T2_1701;6872671.81;477107.03;1443990.34;T2;109406.07;4885813.79;1701;344278.85;97541.55;394767.63;1642579.17
1150877.98;11061.23;ALJEZUR;52995.11;36604.87;T2_0803;3872343.54;20461.37;1591944.99;T2;1476;3267749.35;0803;361851.42;504465.01;140605.56;242742.77
1338328.27;0;ALJUSTREL;169440.19;68001.51;T2_0201;4823663.61;35369.76;1783217.14;T2;4602.78;3650052.02;0201;535255.29;493136.85;396311.82;638356.3
9022382.52;24133.43;ALMADA;495032.11;161149.1;T2_1503;32863872.6;186279.84;14927745.4;T2;471673.83;28324293.06;1503;1748145.79;4187885.3;1639445.28;2791433.75
1184674.15;0;ALMEIDA;72895.19;311372.13;T2_0902;4600304.95;24655.82;1588384.97;T2;307458.49;3245098.24;0902;380175.89;447383.3;283305.01;975030.82
2288397.92;382000;ALMEIRIM;63563.89;70536.93;T2_1403;7210423.02;48582.88;2295880.26;T2;26831.63;5485334.51;1403;599937.99;852473.45;582218.07;1125150.52
1317862.72;83500;ALMODÔVAR;81166.49;232300.23;T2_0202;5519590.31;13235.69;2023622.02;T2;73393.25;4018112.77;0202;480620.03;663392.34;550497.54;1020857.51
624690.25;0;ALPIARÇA;0;17760.3;T2_1404;3041548.37;120441.31;1349081.98;T2;5136.48;2264718.79;1404;741712.51;170505.25;12220.29;35117.07
758784.58;5397.51;ALTER DO CHÃO;72130.85;4724.95;T2_1201;3140084.86;10619.87;1350304.52;T2;18732.51;2351556.33;1201;146888.14;231847.36;540654.57;641640.39
982767.63;15194.19;ALVAIÁZERE;251.81;801947.27;T2_1002;4701661.7;80984.32;750730.06;T2;1429378.46;1965572.67;1002;295311.75;151090.66;194005.55;2440777.28
427895.25;0;ALVITO;4144.31;175244.54;T2_0203;2032856.66;1228.07;1034085.81;T2;5344.87;1684831.5;0203;141075.22;221622.37;22216.22;206949.94
11368236.8;383150.69;AMADORA;602773.99;111465.06;T2_1115;34205804.84;58909.6;13955303.59;T2;161336.12;29910171.32;1115;2533563.16;4527721.33;503344.5;1762070.36
4685503.82;0;AMARANTE;43833.12;164843.37;T2_1301;13334505.24;86929.92;4499361.84;T2;620251.41;10581330.61;1301;1615439.47;1309535.03;308807.26;1137735.16
1584080.72;8456.25;AMARES;32213.7;11098.65;T2_0301;5407456.74;42963.01;1935062.34;T2;63143.45;4155790.43;0301;849200.49;593684.36;287553.77;402465.82
2665749.62;11400;ANADIA;323892.18;391762.07;T2_0103;7021269.2;81214.88;2095073.39;T2;6487.28;5351328.1;0103;579050.49;509290.21;357349.08;1090890.61
1741645.94;173359.75;ANGRA DO HEROÍSMO;0;1146048.46;T2_4301;9380973.09;20972.65;2493046.55;T2;431947.25;5518889.1;4301;1380052.58;1263223.96;730675.95;2482031.41
1551325.91;3710;ANSIÃO;10600.69;176861.94;T2_1003;4534853.91;149173.93;1150680.91;T2;165807.39;3103236.24;1003;754833.35;252055.49;319804.3;676784.32
2778682.44;112000;ARCOS DE VALDEVEZ;330965.43;766855.28;T2_1601;10353561.55;17399.06;2526232.34;T2;949199.76;5871365.74;1601;1205182.01;549051.9;1117993.33;3277013.8
1583687.09;0;ARGANIL;26407.56;498527.68;T2_0601;5499559.89;32127.42;1678488.39;T2;114378.47;3813575.01;0601;854310.61;519272.11;192360.56;831674.27
1367947.64;43780;ARMAMAR;469;252900.94;T2_1801;5031324.2;107137.72;1608326.96;T2;484140.59;3128827.75;1801;778200.8;45415.43;343005.12;1124295.65
2590823.38;91352.77;AROUCA;13931.89;700012.65;T2_0104;9108512.67;36681.32;1770373.59;T2;982542.33;4860729.71;0104;426254.37;462851.42;2033688.95;3821528.59
1127682.6;5996.04;ARRAIOLOS;113753.98;0;T2_0702;3869683.27;25334.71;1414408.65;T2;26262.07;3044639.87;0702;537491.35;477213.91;141539.96;287552.05
563619.02;26498.34;ARRONCHES;14102.7;9844.32;T2_1202;2496368.03;5548.52;895042.41;T2;452282.29;1672203.72;1202;178342.1;207993.77;143094.56;645822.21
1894678.46;0;ARRUDA DOS VINHOS;35447.5;74418.74;T2_1102;4773116.66;53612.86;1911124.82;T2;17738.3;4116266.12;1102;428443.18;256849.98;100802.82;228407.36
6281252.39;1126424.08;AVEIRO;142757.98;191000.94;T2_0105;23402313.17;585096.45;6721487.52;T2;798361.49;15797199.09;0105;4298302.8;2209362.73;1048266.79;3306811.28
974725.76;0;AVIS;0;2592.23;T2_1203;3838166.89;35360.97;1692390.08;T2;13397.4;2919078.89;1203;234024.44;216602.08;669073.93;685063.56
1576291.31;0;AZAMBUJA;25600.4;57856.77;T2_1103;6351374.8;76013.34;2918274.25;T2;8790.58;5126794.91;1103;1047308.1;556216.01;85024.04;177271.79
1929655.28;0;BAIÃO;51666.81;314085.84;T2_1302;6284304.44;27987.43;2482390.28;T2;53103.88;5024119.9;1302;537944.83;584086.91;303383.18;722239.71
6306031.53;40032.88;BARCELOS;71912.28;1059167.46;T2_0302;21651762.39;5976.14;6961116.15;T2;157296.01;16209245.41;0302;3851617.23;2936121.59;262491.12;1590899.75
241745.9;0;BARRANCOS;0;9810.18;T2_0204;1888158.49;12891.4;964528.59;T2;5691.71;1642560.65;0204;204278.75;423394.76;25817.2;41319.09
5886129.61;24152.85;BARREIRO;604652.34;634096.84;T2_1504;20679599.98;295122.35;7519277.68;T2;93464.46;16038356.13;1504;1870546.3;2337826.49;1414331.06;2770697.55
2185069.65;5350;BATALHA;774999.07;718899.81;T2_1004;5321280.53;7154.7;898245.57;T2;50120.64;3465798.16;1004;233870.3;375328.24;72242.55;1621612.07
2649587.13;1379.5;BEJA;343.5;192074.3;T2_0205;9865925.76;52292.9;4206138.44;T2;174840.76;8282654.83;0205;929340.74;1374636.36;285292.13;653930.19
1507604.02;63197.47;BELMONTE;33948.04;133644.98;T2_0501;2988726.28;17713.22;594489.9;T2;16851.26;2419112.99;0501;200336.75;299305.85;121634.79;369276.54
2372970.65;0;BENAVENTE;0;14362.63;T2_1405;7055866.26;4191.49;3051376.7;T2;402.04;6633348.73;1405;349325.81;1204809.89;58427.05;73191.72
1873689.05;0;BOMBARRAL;72000.95;36925.78;T2_1005;4192774.33;70156.11;1659843.02;T2;23856.58;3772517.32;1005;221734.95;168829.14;65738.75;198522.06
1121211.31;18646.43;BORBA;83353.88;11280.59;T2_0703;3650630.39;115441.99;1611335.61;T2;27125.4;3002194.46;0703;403433.58;154205.55;104596.05;245002.35
959610.75;0;BOTICAS;21274.7;89925.47;T2_1702;3270790.25;5679.85;1275478.22;T2;0;2707168.19;1702;356641.4;466399.37;95780.49;206980.66
8417202.27;0;BRAGA;0;909907.61;T2_0303;39777346.59;183820.21;12538634.45;T2;1005097.84;31557598.18;0303;5653749.01;10417941.25;650993.95;2565999.4
5420729.55;60593.12;BRAGANÇA;188760.95;645112.46;T2_0402;13911636.94;90822.22;3493349.59;T2;485535.35;9776861.42;0402;1615056.35;771960.06;1139717.29;2519719.17
1802970.54;0;CABECEIRAS DE BASTO;50051.47;128272.24;T2_0304;5613168.07;63473.71;2405488.21;T2;70834.38;4610261.52;0304;392143.46;338329.06;361605;610763.09
1706676.45;0;CADAVAL;21204.91;120415;T2_1104;4760380.88;17617.32;1902815.76;T2;418704.82;3950729.22;1104;209039.31;323619.69;40287.62;600612.35
3535816.58;54000;CALDAS DA RAINHA;6755.91;774660.67;T2_1006;11436259.93;44570.39;2714099.25;T2;630463.9;7587717.03;1006;944995.32;1293230.81;1437667.1;2903547.58
1210224.1;0;CALHETA (MADEIRA);13224.18;829990.65;T2_3101;4525932.97;53611.05;1182268.6;T2;53433.29;2830166.04;3101;668804.57;384062.29;130314.24;1026962.36
277120.49;0;CALHETA (SÃO JORGE);10434.31;1053970.88;T2_4501;2821981.22;58127.22;879174.58;T2;0;1253711.71;4501;462466.43;39289.42;41397.89;1105803.08
928664.71;42791.4;CÂMARA DE LOBOS;2163.17;1543987.52;T2_3102;5996443.54;72656.57;1912339.67;T2;0;3338687.64;3102;754090.27;425026.69;314723.54;1903665.63
2660694.76;0;CAMINHA;283911;814718.68;T2_1602;9087875.72;63807.37;2678276.1;T2;854769.23;6101609.35;1602;487886.35;698831.12;544981.11;2498380.02
1194951.4;475442.27;CAMPO MAIOR;10468.06;665629.81;T2_1204;4492105.64;12809.95;1600866.53;T2;1897.95;3199572.68;1204;102257.36;390944.8;36837.51;1190275.6
2225071.2;10570.7;CANTANHEDE;10726.19;400379.87;T2_0602;10821458.52;128296.89;2543983.05;T2;1246662.64;6270653.91;0602;2387071.94;1373302.77;495393.27;2163732.67
760058.64;90708.41;CARRAZEDA DE ANSIÃES;0;27405.85;T2_0403;3546798.73;11689.7;1243580;T2;292321.93;2383300.28;0403;523835.8;367971.94;229226.46;639662.65
1026166.47;18807.19;CARREGAL DO SAL;20697.95;502765.79;T2_1802;3285954.08;14842.79;1132663.87;T2;2874.63;2334223.52;1802;320866.39;160550.39;85718.61;630864.17
1835334.65;18499.96;CARTAXO;15102.24;10189.86;T2_1406;10126081.43;1426003.69;3362173.78;T2;284697.58;6990102.16;1406;1632247.86;366590.04;1175241.77;1503731.41
32868812.54;558982.36;CASCAIS;113490.74;1371743.73;T2_1105;67220379.94;925719.87;16865617.83;T2;1899010.45;58396953.46;1105;3534525.87;7736803.22;1345673.33;5288900.61
387606.76;0;CASTANHEIRA DE PÊRA;0;3289.53;T2_1007;2880840.3;292074.3;694511.1;T2;13787.98;1648942.31;1007;1193343.04;274750.15;21477.44;38554.95
4037040.31;466407.88;CASTELO BRANCO;180505.92;1679201.32;T2_0502;14955653.5;33905.77;3573846.91;T2;865837.53;9464609.31;0502;1447570.01;1819816.32;851521.53;4043474.18
1623804.05;0;CASTELO DE PAIVA;17250.97;63086.23;T2_0106;4932864.81;150004.93;1579863.3;T2;4246.85;3865294.26;0106;931032.08;511621.98;51954.42;136538.47
741909.66;126547.47;CASTELO DE VIDE;9035.38;68565.15;T2_1205;2620711.38;1526.75;1209425.1;T2;35619.85;2134422.42;1205;100098.84;181560.91;146422.27;386190.12
2045243.65;13903.39;CASTRO DAIRE;121325.45;639990.55;T2_1803;6928245.12;9737.22;1970050.68;T2;665742.71;4835400.7;1803;290019.05;810369.15;361863.27;1802825.37
2103810.06;59263.89;CASTRO MARIM;129363.97;998732.62;T2_0804;5874621.28;22673.9;1360173.86;T2;2821.25;3961695.14;0804;296476.14;475037.32;426268.27;1616450
1231272.57;0;CASTRO VERDE;9474;84437.98;T2_0206;5221198.86;14910.01;1876530.52;T2;141568.3;3776055.41;0206;530327.62;653342.31;679335.55;914815.83
1192799.79;0;CELORICO DA BEIRA;29732.27;356462.05;T2_0903;4600120.47;133601.24;1666308.11;T2;66908.84;3426311.4;0903;589271.22;433602.26;131434.69;584537.85
1899669.26;87398.92;CELORICO DE BASTO;0;33552.73;T2_0305;8361763.27;188763.32;2385525.51;T2;1325329.05;4965868.99;0305;909466.6;491910.9;1040146.98;2486427.68
1083750.31;66700;CHAMUSCA;0;0;T2_1407;4083832.63;34889.39;1565104.56;T2;60083.75;3231340.52;1407;515060.31;547596.26;210648.05;337431.8
3995118.2;24334.33;CHAVES;220731.53;2284086.63;T2_1703;18520188.83;829778.29;4452525.45;T2;683633.8;10179420.34;1703;2396075.73;901998.4;2731906.47;5944692.76
2360979.67;47807.65;CINFÃES;15830.1;703237.4;T2_1804;7900454.53;17300;1968165.12;T2;29960.26;5435880.45;1804;270815.32;1089435.66;1396923.35;2193758.76
8851993.14;588189.7;COIMBRA;26128.28;229820.02;T2_0603;33784713.96;342628.15;13381932.49;T2;207618.92;27473283.39;0603;2710577.17;4896729.61;2549096.48;3600853.4
1861595.04;0;CONDEIXA-A-NOVA;87540.08;116722.39;T2_0604;5082710.95;18410.75;1684061.49;T2;10813.69;3968005.5;0604;271596.83;403938.22;628032.46;843108.62
740149.47;4279.82;CONSTÂNCIA;9945.76;4936.6;T2_1408;2473161.66;21156.34;949431.26;T2;191190.7;1932380.2;1408;295508.44;221643.13;34920.14;245273.02
1759543.2;132589.44;CORUCHE;34151.2;524964.72;T2_1409;7428448.05;23871.45;2907742.6;T2;112684.91;5510896;1409;139330.81;819738.75;973830.97;1778221.24
177292.19;10504.56;CORVO;7497.23;4780.4;T2_4901;609884.65;2256.5;248327.14;T2;4573.37;439740.49;4901;71882.65;11864.66;70905.95;98261.51
3737375.84;130745.96;COVILHÃ;96236.23;311000.69;T2_0503;13789965.34;221324.62;3047784.84;T2;870192.98;8530366.33;0503;3235588.35;1523881.03;615834.8;2024010.66
931223.03;0;CRATO;130531.76;230864.52;T2_1206;3009632.27;9710.61;1093909.13;T2;41919.47;2214065.97;1206;274440.25;179223.2;117810.3;521126.05
742824.99;0;CUBA;125500;10159.09;T2_0207;2462034.3;8725.41;1089739.9;T2;0;2122392.91;0207;179342.92;281102.61;24639.38;160298.47
3389361.14;488525.03;ELVAS;2286.25;115932.1;T2_1207;11017503.45;4182.17;2319282.22;T2;196790.29;7846183.22;1207;170266.94;2133357.69;2197519.62;3001053.29
1984547.3;2542.45;ENTRONCAMENTO;5516.07;323658.98;T2_1410;6734662.9;123922.44;2593375.06;T2;720359.34;4896122.42;1410;450721.83;194277.62;335741.81;1387818.65
4412651.77;13119.19;ESPINHO;50595.74;180419.52;T2_0107;15305364.05;149495.46;4747393.05;T2;2187339.69;9709877.65;0107;1889259.95;400337.37;1274752.31;3706226.45
2321940.48;187071.67;ESPOSENDE;0;595854.03;T2_0306;8116445.77;22725.49;2243810.21;T2;99394.09;6363547.15;0306;759560.61;1775070.97;111018.22;993338.01
2380391.69;186215;ESTARREJA;184587.88;90634.69;T2_0108;6440394.71;26343.47;2178764.19;T2;42510.27;5116237.54;0108;502920.14;530738.19;317289.19;821237.03
2281234.33;119823.45;ESTREMOZ;822781.01;0;T2_0704;6361028.6;96511.23;1820201.58;T2;38635.94;4803799.91;0704;442553.06;605852.77;133435.23;1114675.63
3360568.21;300000;ÉVORA;33536.95;21274.51;T2_0705;19141096.34;1757193.37;9105669.33;T2;562555.85;14828412.76;0705;3165529.93;604981.85;229786.34;1147153.65
2975883.09;1465605;FAFE;396184;280093.93;T2_0307;14437491.89;81068.13;3923500.1;T2;946929.93;8868182.78;0307;1970970.56;1887731.46;509525.69;3598338.55
4606525.68;0;FARO;0;165592.19;T2_0805;16237762.2;814339.94;6814328.77;T2;62757.89;13015769.8;0805;2736955.73;780575.41;256686.59;485036.67
4202920.92;99330.05;FELGUEIRAS;534387.94;239963.7;T2_1303;15447246.3;20704.11;5358014.09;T2;1041021.1;11509478.94;1303;1239593.31;1927839.82;783471.26;2698174.05
1413519.85;0;FERREIRA DO ALENTEJO;2661.6;369;T2_0208;4572933.04;60772.5;2139123.99;T2;9444.68;4026375.23;0208;407457.13;412958.89;126625.4;139100.68
1540696.41;0;FERREIRA DO ZÊZERE;3013.5;86583.56;T2_1411;3535696.24;43494.5;1120306.22;T2;10684.75;2984085.68;1411;375029.19;279588.55;76299.56;176581.37
4395015.77;101880.9;FIGUEIRA DA FOZ;39308.98;1054900.98;T2_0605;20361757.35;648517.2;4995813.27;T2;1132739.01;11280512.95;0605;6193294.59;1241166.71;559119.94;2887949.81
1933311.51;4000;FIGUEIRA DE CASTELO RODRIGO;0;3238.05;T2_0904;4637940.59;69955.18;1230984.63;T2;97421.71;3769695.66;0904;415280.1;535444.34;348305.07;452964.83
895928.73;1389.26;FIGUEIRÓ DOS VINHOS;4648.93;29401.11;T2_1008;3619661.87;83071.54;1430384.22;T2;8724.07;2637343.45;1008;537345.72;227958.96;400809.33;444972.7
553343.88;3322.85;FORNOS DE ALGODRES;0;25331.86;T2_0905;2558937.65;342936.11;925427.94;T2;0;1837539.33;0905;686034.05;15831.4;6709.56;35364.27
903310.14;86714.36;FREIXO DE ESPADA À CINTA;0;0;T2_0404;3502308;209645.19;1395356.63;T2;0;2736505.32;0404;543416.48;228193.36;135671.84;222386.2
910108.42;0;FRONTEIRA;0;13310.29;T2_1208;2302361.95;8966.29;863002.14;T2;0;2030775.11;1208;143643.51;248698.26;114633.04;127943.33
10138906.65;198287.68;FUNCHAL;146555.97;255188.67;T2_3103;32982826.52;432762.8;14742081.66;T2;200331.8;26816219.5;3103;4210178.2;1502468.39;1156064.7;1956428.82
2859819.75;13395.06;FUNDÃO;228112.99;1258235.5;T2_0504;12413247.31;990535.34;3089316.12;T2;100065.21;7481744.71;0504;2709398.12;542073.5;622295.72;2222104.48
755629.91;0;GAVIÃO;28557.46;41863.01;T2_1209;2657440.8;5860.98;1062639.72;T2;79128.49;2156095.97;1209;189031.93;331965.36;162763.94;312312.9
864688.01;0;GÓIS;175281.91;59904.23;T2_0606;3464407.88;14762.15;1366614.44;T2;35276.37;2799583.55;0606;256513.49;553518.95;137848.33;408310.84
1394810.84;39509.09;GOLEGÃ;62414.24;55981.84;T2_1412;3195174.65;14400.25;1087282.26;T2;23204.62;2731656.64;1412;89235.95;235163.29;193172.27;374282.06
10607108.82;437703.13;GONDOMAR;19008.98;981993.87;T2_1304;29457686.35;135311.88;11840793.57;T2;650587.22;24769427.75;1304;2370252.94;2186213.48;228712.46;2318005.66
1640483.63;59790.49;GOUVEIA;9330.8;511847.88;T2_0906;5419060.48;35626.18;1595373;T2;8950.82;3713046.46;0906;619815.58;441563.65;496278.45;1086198.44
2189883.61;10574.79;GRÂNDOLA;29669.3;377345.41;T2_1505;8845888.64;161046.55;4407800.29;T2;121092.5;7499331.6;1505;596761.47;740601.15;211113.57;749795.57
6446020.99;6204.15;GUARDA;66209.42;1500433.31;T2_0907;21140295.5;1089270.4;4799799.43;T2;182949.44;13000757.14;0907;6043913.04;665666.32;339829;2095625.32
9060984.39;15141.85;GUIMARÃES;0;486994.55;T2_0308;32104188.5;484886.14;12058653.38;T2;168473.97;24778848.35;0308;3857105.29;3174324.44;2797624.49;3468234.86
1087673.39;0;HORTA;538618.49;660859.92;T2_4701;5082161.54;28338.58;1686450.76;T2;0;3309819.96;4701;552935.07;507357.23;19928.1;1219406.51
3320459.07;0;IDANHA-A-NOVA;7346.52;228150.73;T2_0505;8397919.38;18568.84;2263580.78;T2;87941.91;6419428;0505;521881.69;816819.31;1133170.53;1456609.69
3193170.21;32898.38;ÍLHAVO;1084019.76;909041.4;T2_0110;11931046.56;184543.98;2642508.97;T2;215813.9;6240114.78;0110;1754697.11;219891.62;1694461.23;3936234.67
4663095.78;0;LAGOA (ALGARVE);31883.73;36752.16;T2_0806;10177385.14;48756.91;3421155.73;T2;0;9392773.28;0806;588503.84;1259764.86;127472.13;196108.02
1020607.16;42449.44;LAGOA (SÃO MIGUEL);9585.35;94606.19;T2_4201;4674497.58;25059.77;1365658.62;T2;98218.82;3167105.6;4201;972868.64;755780.05;289663.54;534523.34
8165095.75;353642.1;LAGOS;264211.45;702180.43;T2_0807;19884310.74;300759.83;5890455.24;T2;288968.18;16044157.24;0807;1643842.61;1687846.42;587308.73;2196310.89
456404.13;8977.09;LAJES DAS FLORES;53439.78;120387.42;T2_4801;1582335.86;3715.76;603372.59;T2;54843.53;1098359.58;4801;167454.22;34867.1;78874.24;316522.06
373660.95;0;LAJES DO PICO;170163.71;426008.2;T2_4601;2634896.64;48862.66;862869.48;T2;720.2;1452864.8;4601;547496.19;167471.71;37643.54;634535.65
4016699.32;5567.69;LAMEGO;670710.82;643709.74;T2_1805;15918507.08;320460.79;2433136.34;T2;4804765.23;7773161.79;1805;1504367.33;1002865.34;516224.48;6640977.96
7108574.4;1476;LEIRIA;42397.01;5094902.84;T2_1009;28745003.41;527258.9;6385474.39;T2;2043828.49;17242632.14;1009;3297742.54;3221324.45;1022024.39;8204628.73
55927391.8;3337304.42;LISBOA;857743.6;6179479.74;T2_1106;282944443.59;5376532.77;111331111.75;T2;4749378.96;223815053.33;1106;30474279.96;51180017.01;13531203.58;28655110.3
12606160.18;91165.85;LOULÉ;685353.19;3225683.28;T2_0808;38073718.64;104344.73;13568554.79;T2;153931.16;28374931.55;0808;3508238.81;2095871.85;2034414.8;6190548.28
14904639.31;39091.52;LOURES;752.15;164339.7;T2_1107;47015768.46;314799.19;19837078.64;T2;764973.3;41327487.85;1107;4428162.33;6270970.71;290961.61;1260118.28
3261547.63;7681.35;LOURINHÃ;30203.66;116760.72;T2_1108;11257414.18;102591.75;2981891.62;T2;1785268.23;7328770.21;1108;1451837.38;982739.21;536892.63;2476806.59
2911530.53;29649.08;LOUSÃ;501914.93;570321.19;T2_0607;7549170.45;43443;1944369.04;T2;354764.27;5470650.75;0607;369931.69;571308.18;251938.54;1708588.01
3571514.46;285150;LOUSADA;118395.36;111637.2;T2_1305;18323407.13;107360.2;5023909.13;T2;6752460.21;9527840.96;1305;1118991.58;825057.17;408931.82;7676574.59
1768567.54;0;MAÇÃO;26698.12;208925.65;T2_1413;4620065.06;12607.56;1573902.66;T2;165118.23;3826148.84;1413;245645.16;471071.08;147529.06;548271.06
3001020.79;22749.33;MACEDO DE CAVALEIROS;0;111635.44;T2_0405;7012143.87;34816.85;2424639.84;T2;3690;6102114.34;0405;733793.65;641636.86;38161.11;176235.88
677853.13;0;MACHICO;29531.99;199757.67;T2_3104;4658895.12;444965.87;1863955;T2;0;3397682.6;3104;803652.65;410908.6;228270.21;457559.87
823622.95;0;MADALENA;28578.34;881619.82;T2_4602;3866710.96;8248.1;1131196.81;T2;227318.43;2184196.48;4602;288056.86;221128.62;256941.03;1394457.62
9853471.63;0;MAFRA;377458.1;2672296.02;T2_1109;25475037.1;180487.32;7238424.5;T2;525164.94;19099666.6;1109;1750162.16;1827283.15;1050289.28;4625208.34
7683167.56;201527.41;MAIA;118402.49;887806.13;T2_1306;29519029.33;95577.58;9765521.66;T2;1935854.98;19492976.78;1306;2967460.16;1948709.98;3915001.38;7058592.39
2330245.24;29392.37;MANGUALDE;105970.99;515870.06;T2_1806;7048893.91;125979.75;2364710.91;T2;532998.09;5002926.89;1806;783156.22;181990.99;78579.29;1262810.8
